,Artist,Artist Link,Song,Song Link,Chinese Lyrics,English Lyrics,Author,Author Link
10,Jam Hsiao,https://lyricstranslate.com/en/%E8%95%AD%E6%95%AC%E9%A8%B0-lyrics.html,新不了情 (xīn bù le qíng),https://lyricstranslate.com/en/%E6%96%B0%E4%B8%8D%E4%BA%86%E6%83%85-cant-forget-past-love.html,secantt,https://lyricstranslate.com/en/translator/secantt,,
11,Li Rong Hao,https://lyricstranslate.com/en/ronghao-li-lyrics.html,老街 (lǎo jiē),https://lyricstranslate.com/en/%E8%80%81%E8%A1%97-old-street.html,"幾張褪色的照片
好像帶給我一點點懷念
巷尾老爺爺賣的熱湯麵
味道瀰漫過舊舊的後院
流浪貓睡熟在搖晃鞦韆
夕陽照了一遍他咪著眼
那張同桌寄的明信片
安靜的躺在課桌的里面 快要過完的春天
還有雕刻著圖案的門簾
窄窄的長長的過道兩邊
老房子依然升起了炊煙
剛剛下完了小雨的季節
爸媽又一起走過的老街
記不得哪年的哪一天
很漫長又很短暫的歲月 現在已經回不去
早已流逝的光景
手裡的那一張漸漸模糊不清的車票
成了回憶的信號 忘不掉的是什麼我也不知道
想不起當年模樣
看也看不到 去也去不了的地方
也許那老街的腔調是屬於我的憂傷
嘴角那點微笑越來越勉強 忘不掉的是什麼我也不知道
放不下熟悉片段
回頭望一眼 已經很多年的時間
透過手指間看著天
我又回到那老街
靠在你們身邊漸行漸遠 ","A few faded photographs
Gave me a little bit of nostalgia
The hot noodle soup that the old grandpa at the end of the alley sells
The taste diffuses through the old backyard
The wandering cat sleeps on the rocking swing
The sunset shines on its eyes
The postcard sent by the kid at the same table
Quietly rests inside the school desk The spring days that are about to be over
The door still have the carvings on them
The two sides of the narrow and long aisle
The smoke coming from the old house
The drizzle that just finished from the rainy season
Dad and mom walked through the alley again
Can't remember what year and what day
A really long yet really short time Now it is too late to return to
The scene that has long gone
The train ticket that is slowly becoming faded in your hand
Became a symbol of the memory I don't know what not forgetting is like
I can't remember what it was like back then
The place I can't see or visit even if I wanted to
Perhaps the accent of the old street is part of my sadness
The smile at the corner of my mouth is becoming harder and harder I don't know what not forgetting is like
Unable to put down the familiar fragments
Turned around and looked and it's been so many years
Looking through my fingers at the sky
I am back to the old street
Leaning by your side but slowly drifting away ",panda88,https://lyricstranslate.com/en/translator/panda88
12,A-Mei,https://lyricstranslate.com/en/mei-lyrics.html-1,记得 (Jì de),https://lyricstranslate.com/en/jide-%E8%A8%98%E5%BE%97-remember.html,maëlstrom,https://lyricstranslate.com/en/translator/ma%C3%ABlstrom,,
13,G.E.M.,https://lyricstranslate.com/en/gem-lyrics.html,泡沬 [Bubble] (Pào mò),https://lyricstranslate.com/en/%E6%B3%A1%E6%B2%AC-p%C3%A0o-m%C3%B2-bubble-bubble.html,"阳光下的泡沫　是彩色的
就像被骗的我　是幸福的
追究什么对错
你的谎言　基于你还爱我 美丽的泡沫　虽然一刹花火
你所有承诺　虽然都太脆弱
但爱像泡沫　
如果能够看破　有什么难过 早该知道泡沫　一触就破
就像已伤的心　不胜折磨
也不是谁的错　
谎言再多　基于你还爱我 美丽的泡沫　虽然一刹花火
你所有承诺　虽然都太脆弱
但爱像泡沫
如果能够看破　有什么难过 再美的花朵　盛开过就凋落
再亮眼的星　一闪过就堕落
爱本是泡沫　
如果能够看破 有什么难过 为什么难过　有什么难过 全都是泡沫　只一刹的花火
你所有承诺　全部都太脆弱
而你的轮廓　怪我没有看破　
才如此难过 相爱的把握　要如何再搜索
相拥着寂寞　难道就不寂寞
爱本是泡沫　怪我没有看破
才如此难过 在雨下的泡沫　一触就破
当初炽热的心　早已沉没
说什么你爱我　如果骗我　
我宁愿你沉默 ","Bubbles are colorful in the sunlight
Just like I am content in the midst your lies
What's the point of assigning blame?
Your lies are based on the fact you still love me. Beautiful bubbles, although temporary
All your promises, although too fragile
Love is still like a bubble
If you can see through it, what is there to be sad about? I should have known that bubbles break at the touch
Just like a broken heart that can't endure torture
It's nobody's fault
No matter how many lies you tell, they are still based on the fact you still love me Beautiful bubbles, although temporary
All your promises, although too fragile
Love is still like a bubble
If you can see through it, what is there to be sad about? Even the most beautiful flowers will wilt after they blossom
Even the brightest stars will fall after they shoot pass
Isn't love just a bubble
If you can see through it, what is there to be sad about? Why be sad? What is there to be sad about? It's all just bubbles, all just temporary
All your promises, are all too fragile
And it's my fault for not seeing through you
Which is why I'm so heartbroken How can I search again for the embrace of love
If I embrace loneliness, does this mean that I wouldn't be lonely?
Isn't love just a bubble, it's my fault for not seeing through it
Which is why I'm so heartbroken Bubbles under the rain will break at the touch
And that burning passion in my heart has long died
Don't say you love me- if you're lying,
I'd rather you stay silent. ",Helene0726,https://lyricstranslate.com/en/translator/helene0726
14,National Anthems & Patriotic Songs,https://lyricstranslate.com/en/national-anthems-lyrics.html,学习雷锋好榜样 (xué xí léi fēng hǎo bǎng yàng),https://lyricstranslate.com/en/xu%C3%A9-x%C3%AD-l%C3%A9i-f%C4%93ng-h%C7%8Eo-b%C7%8Eng-y%C3%A0ng-learn-lei-feng.html,"学习雷锋好榜样
忠于革命忠于党
爱憎分明不忘本
立场坚定斗志强
立场坚定斗志强 学习雷锋好榜样
艰苦朴素永不忘
愿做革命的螺丝钉
集体主义思想放光芒
集体主义思想放光芒 学习雷锋好榜样
毛主席的教导记心上
全心全意为人民
共产主义品德多高尚
共产主义品德多高尚 学习雷锋好榜样
毛泽东思想来武装
保卫祖国握紧枪
永远革命当闯将
永远革命当闯将 ","Learn from Lei Feng's good example
Loyal to the revolution, loyal to the Party!
Be clear about what to love and what to hate
Do not forget your origin, stand firm with strong spirit!
Do not forget your origin, stand firm with strong spirit! Learn from Lei Feng's good example
Never forget hard work and simple life
Be willing to make a revolution
The collectivist ideology shines
The collectivist ideology shines Learn from Lei Feng's good example
Remember Chairman Mao's guidance in your heart
Wholeheartedly for the people
Communism's character is noble!
Communism's character is noble! Learn from Lei Feng's good example
Maoists march to the military
Defend the ancestral land, hold the gun tight
The revolution will last forever!
The revolution will last forever! ",Khonsu Development,https://lyricstranslate.com/en/translator/khonsu-development
15,Fahrenheit,https://lyricstranslate.com/en/fahrenheit-%E9%A3%9B%E8%BC%AA%E6%B5%B7-lyrics.html,只對你有感覺 (Zhǐ duì nǐ yǒu gǎn jué),https://lyricstranslate.com/en/zhi-dui-ni-you-gan-jue-%E5%8F%AA%E5%B0%8D%E4%BD%A0%E6%9C%89%E6%84%9F%E8%A6%BA-you%E2%80%99re-only-one-me.html,"無解的眼神　心像海底針
光是猜測　我食欲不振
有點煩人　又有點迷人 浪漫沒天份　反應夠遲鈍
不夠謹慎　花挑錯顔色
但很矛盾　喜歡你的笨 微笑再美再甜　不是你的　都不特別
眼淚再苦再咸　有你的安慰　又是晴天
靠的再近再貼　少了擁抱　就算太遠
全世界只對你有感覺 玩的再瘋再野　你瞪一眼　我就收斂
馬路再寬再遠　只要你牽　就很安全
我會又乖又黏　溫柔體貼　絕不敷衍
我只對你有感覺 體貼卻黏人　愛哭卻溫順
有時天真　有時很邪惡
對你耍狠　就是捨不得 請吸收養分　讓腦袋平衡
要你現身　動作慢吞吞
怎麽承認　我非你不可 微笑再美再甜　不是你的　都不特別
眼淚再苦再咸　有你的安慰　又是晴天
靠的再近再貼　少了擁抱　就算太遠
全世界只對你有感覺 玩的再瘋再野　你瞪一眼　我就收斂
馬路再寬再遠　只要你牽　就很安全
我會又乖又黏　溫柔體貼　絕不敷衍
我只對你有感覺 ","Concealed eyes, a heart like needles on the ocean floor
I lose my appetite over this constant guessing
It’s kinda annoying, kinda enchanting I’m hopeless at romance, my reactions are too delayed
I’m reckless, choose the wrong color flower
It’s contradictory, but I like your simplicity It’s not the same if that cute, sweet smile isn’t coming from you
No matter how bitter or salty my tears, your comfort brightens my day
Even if you’re nearby, the distance is too far without your arms around me
You’re the only one out there for me When I get wild and crazy, one glare from you will calm me down
As long as you’re holding my hand, I feel safe on the long, meandering road
I’ll behave, be loyal and tender, never apathetic
You’re the only one for me Tender and loyal, bashful and fond of crying
Sometimes naïve, sometimes really spiteful
I just can’t get angry at you Please get your head straightened out
I want you, but if you move too slowly
How will I be able to admit that I want only you? It’s not the same if that cute, sweet smile isn’t coming from you
No matter how bitter or salty my tears, your comfort brightens my day
Even if you’re nearby, the distance is too far without your arms around me
You’re the only one out there for me When I get wild and crazy, one glare from you will calm me down
As long as you’re holding my hand, I feel safe on the long, meandering road
I’ll behave, be loyal and tender, never apathetic
You’re the only one for me ",Draagon,https://lyricstranslate.com/en/translator/draagon
16,Li Yugang,https://lyricstranslate.com/en/li-yugang-lyrics.html,新贵妃醉酒 (Xīn Guì Fēi Zuì Jiǔ),https://lyricstranslate.com/en/%E6%96%B0%E8%B4%B5%E5%A6%83%E9%86%89%E9%85%92-new-drunken-beauty.html,wuhuahua089,https://lyricstranslate.com/en/translator/wuhuahua089,,
17,Frozen (OST),https://lyricstranslate.com/en/frozen-ost-lyrics.html,随它吧 [Let It Go] (China) (Suí tā ba),https://lyricstranslate.com/en/%E9%9A%8F%E5%AE%83%E5%90%A7-su%C3%AD-t%C4%81-ba-let-it-go.html,"白雪发亮今夜铺满山上
没有脚印的地方
孤立的王国很荒凉
我是这里的女皇
风在呼啸
像心里的风暴一样
只有天知道
我受过的伤 别让他们
进来看见
做好女孩
就像你的从前
躲藏不让
他们看见
已被发现 随它吧
随它吧
回头已没办法
随它吧
随它吧
一转身不再牵挂 我不管
他们想说的话
任风吹雨打
反正冰天雪地我也不怕 这一点点的距离
让一切变精致
曾经困扰我的恐惧
会远离我回忆
现在开始让我看见
是我的突破和极限
不分对错
没有极限
向前 随它吧
随它吧
跟风和天空对话
随它吧
随它吧
眼泪不再掉下
这个家
让我留下
任风吹雨打 我力量从空气中扩散到地上
我灵魂盘旋在冰块各种不同形状
我思想结晶变成锋利的闪光 我永不回头看
以往会被埋葬 随它吧
随它吧
让我在曙光中升华
随它吧
随它吧
让完美被蒸发
这个家
在阳光之下
任风吹雨打
反正冰天雪地我也不怕 ","Glowing snow covers the mountain tonight
there are no footprints in this place
This lone kingdom is so desolate
I’m the queen in this place
The wind is howling
Like the storm inside of me
Only heaven knows
what I’ve been through Don’t let them in
Don’t let them see
Be the good girl
As you did before
Hide and don’t
let them see
But now they know Let it go
Let it go
Now there’s no way back
Let it go
Let it go
Turn back and don’t worry anymore I don’t care
about what they have to say
Let the wind howl and rain fall
I don’t fear the ice and snow anyway This very little distance
Makes everything so fine
The fear that once botherd me
will go away from my memory
Starting now, what makes me see
are my breakthrough and limits
No right, no wrong
Without limits
I’m going on Let it go
Let it go
Speak out with the wind and the sky
Let it go
Let it go
My tears won’t ever drop
This is the home
Which lets me stay
Let the wind howl and rain fall My power spreads from the air into the ground
My soul is spiralling as ice in different shapes and forms
My thought crystallizes into sharp flashes I will never look back
I’ll bury all the past Let it go
Let it go
Let me rise at the break of dawn
Let it go
Let it go
Let the perfection evaporate
This is home
Under the beams of the sun
Let the wind howl and rain fall
I don’t fear the ice and snow anyway ",wuhuahua089,https://lyricstranslate.com/en/translator/wuhuahua089
18,Jay Chou,https://lyricstranslate.com/en/jay-chou-lyrics.html,黑色毛衣 (Black Sweater),https://lyricstranslate.com/en/black-sweater-%E9%BB%91%E8%89%B2%E6%AF%9B%E8%A1%A3-black-sweater.html,"一件黑色毛衣
两个人的回忆
雨过之後
更难忘记
忘记我还爱你 你不用在意
流泪也只是刚好而已
我早已经待在谷底 我知道不能再留住你
也知道不能没有骨气
感激你
让我拥有秋天的美丽 看着那白色的蜻蜓
在空中忘了前进
还能不能
重新编织
脑海中起毛球的记忆 再说我爱你
可能雨也不会停
黑色毛衣
藏在哪里
就让回忆永远停在 那里 ","A black sweater
The memories of two people
After the rain has passed
It is even harder to forget
Forget that I still love you You don't have to mind
The tears only just happened to be falling
I was already waiting at the bottom of the valley long ago I know I cannot keep you from leaving anymore
And I know I must have a backbone
I am thankful to you
For letting me possess the beauty of autumn Watching that white dragonfly
In the air it forgets to go forward
Can I still
Reweave
The memories that are pilling in my mind Say I love you again
Perhaps the rain won't stop
The black sweater
Where is it hidden?
Then just let the memories stop there forever ",wuhuahua089,https://lyricstranslate.com/en/translator/wuhuahua089
19,Joker Xue ,https://lyricstranslate.com/en/jacky-xue-lyrics.html,病态 (Morbidity),https://lyricstranslate.com/en/morbidity-%E7%97%85%E6%80%81-morbid.html,Wen Sun,https://lyricstranslate.com/en/translator/wen-sun,,
20,Lay (EXO),https://lyricstranslate.com/en/lay-lyrics.html,MYM (Miss You Much),https://lyricstranslate.com/en/mym-miss-you-much-mym-miss-you-much.html-0,jelena.milenkovic.9619,https://lyricstranslate.com/en/translator/jelenamilenkovic9619,,
21,Evon Low,https://lyricstranslate.com/en/evon-low-lyrics.html,帝女花之香夭 (dì nǚ huā zhī xiāng yāo),https://lyricstranslate.com/en/%E5%B8%9D%E5%A5%B3%E8%8A%B1%E4%B9%8B%E9%A6%99%E5%A4%AD-flower-princess-fragrant-sacrifice.html,"女：落花满天蔽月光　
借一杯附荐凤台上
帝女花带泪上香　
愿丧生回谢爹娘
偷偷看　偷偷望　
佢带泪带泪暗悲伤
我半带惊惶　
怕驸马惜鸾凤配
不甘殉爱伴我临泉壤 男：寸心盼望能同合葬　
鸳鸯侣相偎傍
泉台上再设新房
地府阴司里再觅那平阳门巷 女：唉惜花者甘殉葬
花烛夜难为驸马饮砒霜 男：江山悲灾劫　
感先帝恩千丈
与妻双双叩问帝安 女：唉盼得花烛共谐白发
谁个愿看花烛翻血浪
唉我误君累你同埋蒘网
好应尽礼揖花烛深深拜
再合卺交杯墓穴作新房
待千秋歌赞注驸马在灵牌上 男：将柳荫当做芙蓉帐　
明朝驸马看新娘
夜半挑灯有心作窥妆 女：地老天荒情凤永配痴凰
愿与夫婿共拜相交杯举案 男：递过金杯慢咽轻尝
将砒霜带泪放落葡萄上 女：合欢与君醉梦乡
男：碰杯共到夜台上
女：唉百花冠替代殓装
男：驸马珈坟墓收藏 女：相拥抱
男：相偎傍
合：双枝有树透露帝女香
男：帝女花
女：长伴有心郎
合：夫妻死去树也同模样 ","F: Falling petals fill the atmosphere, obscuring the moon from view.
With a cup of wine, I offer my respect to my ancestors.
This flower-like daughter of a king, tearfully offers incense.
In gratitude to my parents, I willingly give my life.
Secretly, I steal a glance, stealthily, I steal a look.
He is tearful, tearfully hiding his sorrow.
I'm half afraid, half fearful that
My prince would value his position too much to give up everything
And journey with me to the next world. M: Every inch of me longs to be buried together with you.
As lovers, in each other's arms.
In the next world we'll build a new bridal chamber.
In the underworld, we will seek a new life together. F: Oh! My appreciative lover is willing to sacrifice his life for me.
On this wedding night, it is unfair that my groom has to drink poisoned wine. M: Our land has been conquered,
I'm grateful to the deceased king for his immeasurable kindness.
With my bride, I bow in respect to his memory. F: Finally, my dream of a perfect wedding and growing old together is coming true.
Who would want blood flowing like the dripping wax on a wedding night.
Oh! It's my fault that you must suffer the same fate as me.
Let us be true to the age-old customs, bowing deeply to each other,
And drink together from these wedding cups before we enter the grave, our wedding chamber.
So that future generations will praise my prince in songs and stories. M: I pretend this canopy of weeping willows are the curtains of our bridal chamber
The Prince of the Ming Dynasty is looking at his bride admiringly.
Holding a light in the middle of the night, gazing at you intently. F: As long as the earth and the skies exists, this loving bride will remain with her chosen groom.
I would, with groom take our bows together and raise our cups to each other. M: Handing to you the golden cups,
Slowly, we sip, gently we taste this poisoned wine, in tears. F: Together we happily, are becoming intoxicated in the land of dreams.
M: Raising our cups together this very night we move on.
F: I wear a bridal tiara in place of burial make up.
M: My Princely attire would be for the grave F: Holding each other
M: In embrace for support
F&M: These tree's entwined branches are soaked with fragrance of a Princess.
M: My Princess, pretty as a flower,
F: Will forever accompany her faithful lover.
F&M: Even in death we will, in a tight embrace, like these entwined trees, remain forever. ",hankeat,https://lyricstranslate.com/en/translator/hankeat
22,Jonathan Lee,https://lyricstranslate.com/en/jonathan-lee-lyrics.html,爱的代价 (ài de dài jià),https://lyricstranslate.com/en/%E7%88%B1%E7%9A%84%E4%BB%A3%E4%BB%B7-price-love.html,jhan,https://lyricstranslate.com/en/translator/jhan,,
