,Artist,Artist Link,Song,Song Link,Chinese Lyrics,English Lyrics,Author,Author Link
28,Hua Chenyu,https://lyricstranslate.com/en/hua-chenyu-lyrics.html,假行僧 [Fake Monk] (jiǎ xíng sēng),https://lyricstranslate.com/en/%E5%81%87%E8%A1%8C%E5%83%A7-fake-monk-cover-fake-monk.html,"我要从南走到北,我还要从白走到黑.
我要人们都看到我,但不知道我是谁.
假如你看我有点累, 就请你给我倒碗水.
假如你已经爱上我, 就请你吻我的嘴.
我有这双脚, 我有这双腿, 我有这千山和万水.
我要这所有的所有, 但不要恨和悔.
要爱上我你就别怕后悔, 总有一天我要远走高飞.
我不想留在一个地方, 也不愿有人跟随.
人跟随~~~
要爱上我你就别怕后悔, 总有一天我要远走高飞.
我不想留在一个地方, 也不愿有人跟随.
我只想看到你长得美, 但不想知道你在受罪.
我想要得到天上的水, 但不是你的泪.
我要从南走到北,我还要从白走到黑.
我要人们都看到我,但不知道我是谁. ","I wander from south to north, I also wander from day to night
I want everyone to notice me but not knowing who I am
If you know that I am tired,  please give me a bowl of water
If you have fallen in love with me,  please give me a kiss.
I have these feet & legs, I have traveled from mountains to oceans
I want to have all of everything but not hate and regret
Don’t regret to fall in love with me, one day I will leave without a trace
I would not stay in one place, also don’t want to be followed.
Don’t want be followed.
Don’t regret to fall in love with me, one day I will leave without a trace
I would not stay in one place, also don’t want to be followed.
I only want to see your beauty, but don’t want to know your suffering.
I want the elixir from the heaven, but  not your tears
I wander from south to north, I also wander from day to night
I want everyone to notice me but not knowing who I am ",LesiaYun,https://lyricstranslate.com/en/translator/lesiayun
29,SHIN,https://lyricstranslate.com/en/%E4%BF%A1-lyrics.html,北京一夜 (One Night in Beijing),https://lyricstranslate.com/en/one-night-beijing-one-night-beijing.html,"ONE NIGHT IN 北京　我留下許多情
不管你愛與不愛　都是歷史的塵埃
ONE NIGHT IN 北京　我留下許多情
不敢在午夜問路　怕走到了百花深處 人說百花的深處　住着老情人　縫着繡花鞋
面容安詳的老人　依舊等着那出征的歸人 ONE NIGHT IN 北京　你可別喝太多酒
不管你愛與不愛　都是歷史的塵埃
ONE NIGHT IN 北京　我留下許多情
把酒高歌的男兒　是北方的狼族 人說北方的狼族　會在寒風起　站在城門外
穿着腐銹的鐵衣　呼喚城門開　眼中含着淚 嗚……我已等待千年　為何城門還不開
嗚……我已等待了千年　為何良人不回來 ONE NIGHT IN 北京　我留下許多情
不敢在午夜問路　怕觸動了傷心的魂
ONE NIGHT IN 北京　我留下許多情
不敢在午夜問路　怕走到了地安門 不想再問你　你到底在何方
不想再思量　你能否歸來麽
想着你的心　想着你的臉
想捧在胸口　能不放就不放 ONE NIGHT IN 北京
ONE NIGHT IN 北京
ONE NIGHT IN 北京　
ONE NIGHT IN 北京 ","I don't wanna ask where you are from
I don't think over whether you are coming back
My hear is for you I wanna see your face.
I wanna embrace you - don't let you go ONE NIGHT IN BEIJING  That I fall too much in love
no matter what you love or not that is the past of the history
ONE NIGHT IN BEIJING  That I fall too much in love
Not dare to ask the road where I am in the midnight, I am afraid to walk into in the abyss of flowers. People says in the abyss of flowers, there is an old sweetheart sewing the embroidered shoes
the kind old woman is still waiting for the departed beloved man ONE NIGHT IN BEIJING  Please don't drink too much
no matter what you love or not that is the past of the history
ONE NIGHT IN BEIJING  That I fall too much in love
The Men who live it up with wine and song are the northern wolf clan People says when the cold wind blows up, the northern wolf clan will stand outside the city gate
He who wears the rusted iron clothes is calling for the open gate his eyes are full of tears. Woo I have been waiting for one thousand year why the city gate doesn't open
Woo I have been waiting for one thousand year why the beloved one doesn't come back ONE NIGHT IN BEIJING  That I fall too much in love
Not dare to ask the road where I am in the midnight, I am afraid to touch the soul of sadness.
ONE NIGHT IN BEIJING  That I fall too much in love
Not dare to ask the road where I am in the midnight, I am afraid to walk into Di'anmen People says inside Di'anmen there is an old woman who is still waiting
the kind old woman is still waiting for the departed beloved man ONE NIGHT IN BEIJING  Please don't drink too much
On the way to Di'anmen, everyone is deeply touched/None will not be moved
ONE NIGHT IN BEIJING  you will fall too much in love
Not dare to ask the road where I am in the midnight, I am afraid to touch the soul of sadness.
ONE NIGHT IN BEIJING ONE NIGHT IN BEIJING  I don't wanna ask where you are from
I don't think over whether you are coming back
My hear is for you I wanna see your face.
I wanna embrace you - don't let you go ONE NIGHT IN BEIJING  you will fall too much in love
Not dare to ask the road where I am in the midnight, I am afraid to touch the soul of sadness. [video:http://www.youtube.com/watch?v=eSf9G5x7rMI] ",AiHack,https://lyricstranslate.com/en/translator/angelia2041
30,Michael Wong,https://lyricstranslate.com/en/michael-wong-lyrics.html,第一次 (Di Yi Ci),https://lyricstranslate.com/en/di-yi-ci-first-time.html,"当你看着我　我没有开口 已被你猜透　
还是没把握 还是没有符合　你的要求 是我自己想得太多　还是你也在闪躲
如果真的选择是我我鼓起勇气去接受
不知不觉让视线开始闪烁 喔　第一次我　说爱你的时候
呼吸难过　心不停地颤抖
喔　第一次我　牵起你的双手
失去方向　不知该往那儿走
那是一起相爱的理由 那是一起厮守 喔　第一次吻　你深深的酒窝
想要清醒却冲昏了头
喔　第一次你　躺在我的胸口
二十四小时没有分开过
那是第一次知道　天长地久 是我自己想得太多　还是你也在闪躲
如果真的选择是我我鼓起勇气去接受
不知不觉让视线开始闪烁 喔　第一次我　说爱你的时候
呼吸难过　心不停地颤抖
喔　第一次我　牵起你的双手
失去方向　不知该往那儿走
那是一起相爱的理由对我 感觉你属于我　感觉你的眼眸
第一次就决定　决不会错 喔　第一次我　说爱你的时候
呼吸难过　心不停地颤抖
喔　第一次我　牵起你的双手
失去方向　不知该往那儿走
那是一起相爱的理由 那是一起厮守 喔　第一次吻　你深深的酒窝
想要清醒却冲昏了头
喔　第一次你　躺在我的胸口
二十四小时没有分开过
那是第一次知道　天长地久 ","When you look at me, you look right through me before I say anything
I’m still not sure, if I’m good enough for you (#)
Is it just me, or you have been running and hiding
If you really choose me, I will accept it with courage
My eyes begin flickering out of control (reff)
Oh the first time I said I love you
My breath was short and my heart kept fluttering
Oh the first time I held your hands
And gently putting them down, I didn’t know where to go
That was the reason to love, that was a life commitment Oh the first time I kissed your deep dimple
Wanna stay sober but my head was overwhelmed
Oh the first time you were lying against my chest
And stayed there for 24 hours
That was the first time I came to know forever
(#) (reff) I feel that you belong with me, I can feel your eyes
The first time I made up my mind, it can not go wrong ",Felicia,https://lyricstranslate.com/en/translator/felicia
31,Hua Chenyu,https://lyricstranslate.com/en/hua-chenyu-lyrics.html,新世界 [New World] (Xīn shìjiè),https://lyricstranslate.com/en/%E6%96%B0%E4%B8%96%E7%95%8C-x%C4%ABn-sh%C3%AC-ji%C3%A8-new-world.html,"凛冬过后人事剩几何
迎来送往台下宾客
谁在 春意也曾执着于秋
用尽仅有换所求
认真只是我 看太行 历风霜
我孤勇前进
万古腔 任我唱 梦一样的自由
杯也从容歌也从容
转身矗立山峰的时候
Say it's a new world
Oh it's a new world
杯也从容歌也从容
转身矗立山峰的时候
Say it's a new world 凛冬过后人事剩几何
迎来送往台下宾客
谁在 春意也曾执着于秋
用尽仅有换所求
认真只是我 时空长 星夜凉
我不畏高飞
天尽头 问苍茫 风一样的自由
醉也从容我也从容
转身矗立山峰的时候
Say it's a new world
Oh it's a new world
杯也从容歌也从容
转身矗立山峰的时候
Say it's a new world 沉醉这风光讲究
明暗是假象
告别这星光黯淡
来去是假象
坐拥这掌声散去
起落是假象
笑对这冷眼观望
天地是假象
别弯腰 接受时间
躲不开的那一刀 人生渺渺
一种脚步入一山
结局没人敢赌穿
嬉笑谢幕勉为难
反复上演
难怪片刻新鲜是假象 笔墨再多渲染
明暗是假象
原谅娱乐看官
来去是假象
开场有多喧闹
起落是假象
结尾有多寂寥
天地是假象
论英雄 只有故事
从来没有后来 半响贪欢几次
缅怀都是谈资
旁观都是一时
幸免才叫历史
不如下山
笑看万物是假象 醉也从容我也从容
转身矗立山峰的时候
Say it's a new world
Oh it's a new world
杯也从容歌也从容
转身矗立山峰的时候
Say it's a new world ","What ""human affairs"" have been left after the cold winter
Greeted and sent away are guests off the stage
Who is in Spring
Yet the mind is fixated on Autumn
To earn what I want / I used up all that I had
I am the only one who took it seriously  Watched mountains / Weathered storms
I stride ahead alone
Ancient tunes  / Allow me to sing
A dream-like freedom Drink with freedom and sing with freedom
As I turn and stand on top of a mountain
Say it's a new world
It's a new world
Drink with freedom and sing with freedom
As we turn and stand on top of a mountain
Say it's a new world What ""human affairs"" have been left after the cold winter
Greeted and sent away are guests off the stage
Who is in Spring
Yet the mind is fixated on Autumn
To earn what I want/ I used up all that I had
I am the only one who took it seriously  Time is long  Night is cold
I'm not afraid to fly high
Till the end, I ask the sky
A wind-like freedom Be drunk as I wish /  Be as free as I wish
As I turn and stand on top of a mountain
Say it's a new world
It's a new world
Drink with freedom and sing with freedom
As I turn and stand on top of a mountain
Say it's a new world Bask in this admiration and refined life
Light and darkness are illusions
Bid farewell to this fading starlight
Coming and going are illusions
Gone is the applause that I have received
Rising and falling are illusions
Smile in the face of this cold-eyed observation
Heaven and Earth are illusions
 Don't bend / Accept time -- the unavoidable knife in the end How insignificant is life
A kind of walk leads to that kind of mountain
No one dares to bet through the ending
Choke out a laugh when the curtain falls
Repeated shows
No wonder the fleeting sensations of freshness are illusions No matter how you paint and shade the words
Light and dark are illusions
Forgive those who watch for entertainment
Coming and going are illusions
How clamorous is the opening stage
Rising and falling are illusions
How bleak is the ending
Heaven and Earth are illusions
Talking about heroism
There are only stories
Never anything about ever after In a few moments of indulging
Remembering only what's talk-worthy
Watching from the sidelines never lasts
Only the lucky exemptions are called history
Why not walk out of the mountain / Smile as I look at all things as illusions Be drunk as I wish / Be as free as I wish
As I turn and stand on top of a mountain
Say it's a new world
It's a new world
Drink with freedom and sing with freedom
As I turn and stand on top of a mountain
Say it's a new world ",Hua Fansubs Hua,https://lyricstranslate.com/en/translator/hua-fansubs-hua
32,Song Dongye,https://lyricstranslate.com/en/song-dongye-lyrics.html,安和桥 (ān hé qiáo),https://lyricstranslate.com/en/%E5%AE%89%E5%92%8C%E6%A1%A5-anhe-bridge.html,"让我再看你一遍
从南到北
像是被五环路蒙住的双眼
请你再讲一遍
关于那天
抱着盒子的姑娘
和擦汗的男人
我知道
那些夏天
就像青春一样回不来
代替梦想的也只能是勉为其难
我知道 吹过的牛逼
也会随青春一笑了之
让我困在城市里
纪念你 让我再尝一口
秋天的酒
一直往南方开
不会太久
让我再听一遍
最美的那一句
你回家了
我在等你呢 我知道
那些夏天
就像青春一样回不来
代替梦想的也只能是勉为其难
我知道
吹过的牛逼也会随青春一笑了之
让我困在城市里
纪念你
我知道
那些夏天
就像你一样回不来
我已不会再对谁满怀期待
我知道
这个世界每天都有太多遗憾
所以
你好
再见 ","Let me see you again
South to the North
Like eyes blinded by busy roads
Play your reminiscence
under that day
holding a box, the girl
A man's sweating
I know that
those summers
are just like youth that never comes back
What replaces dreams should merely be reluctance
I know that
those jokes I said have just elapsed as my seventeen
Make me trapped in this city
Remember you Let me have one more taste
Of autumn wine
Driving towards the South
Won’t be too long
Let me hear one more time
The most beautiful line
You are home now
I am waiting for you I know that
those summers
are just like youth that never comes back
What replaces dreams should merely be reluctance
I know that
those jokes I said have just elapsed as my seventeen
Make me trapped in this city
Remember you
I know that
those summers
are just like you that never come back
I will no longer put my faith in anyone
I know that
Every day there are so many regrets in this world
So that
Hello
See you ",memorymyy,https://lyricstranslate.com/en/translator/memorymyy
33,Hua Chenyu,https://lyricstranslate.com/en/hua-chenyu-lyrics.html,烟火里的尘埃 [Ashes From Fireworks] (yān huǒ lǐ de chén āi),https://lyricstranslate.com/en/%E7%83%9F%E7%81%AB%E9%87%8C%E7%9A%84%E5%B0%98%E5%9F%83-ashes-fireworks-dust-fireworks.html,"看着飞舞的尘埃掉下来
没人发现它存在
多自由自在
可世界都爱热热闹闹
容不下我百无聊赖
不应该一个人发呆 只有我守着安静的沙漠
等待着花开
只有我看着别人的快乐
竟然会感慨
就让我听着天大的道理
不愿意明白
有什么是应该不应该 我的心里住着一个苍老的小孩
如果世界听不明白
对影子表白
是不是只有我还在问
为什么明天更精彩
烟火里找不到童真的残骸 只有我守着安静的沙漠
等待着花开
只有我看着别人的快乐
竟然会感慨
就让我听着天大的道理
不愿意明白
只有我
就是我
好奇怪 还在感慨
风阵阵吹过来
为何不回来
风一去不回来 悲不悲哀
麻木得那么快
应不应该
能不能慢下来 笑得开怀
哭得坦率
为何表情要让这世界安排
我就是我
我只是我
只是一场烟火散落的尘埃 风阵阵吹过来
风一去不回来 能不能慢下来 ","[I] watch as the fluttering dust falls down.
Nobody notices its existence; how free and at ease [it is]!
But the whole world loves bustling liveliness.
There is no place for me and my terrible boredom.
[I] should not be staring blankly, lost in thought, all on [my] own. Only I keep watch over the quiet desert, waiting for the blooming of flowers.
Only I would actually sigh with emotion while watching other people's happiness.
Let me listen to principles that are as enormous as the sky and be unwilling to comprehend. What is there that ""should"" or ""should not"" [be done]? Inside my heart, there resides an ancient child.
If the world is unable to understand what [I] say, [then I'll] confess to [my own] shadow.
Is it that I am the only one who's still asking
Why is it that tomorrow will be more marvelous?
The remains of naïveté cannot be found within the fireworks. Only I keep watch over the quiet desert, waiting for the blooming of flowers.
Only I would actually sigh with emotion while watching other people's happiness.
Let me listen to principles that are as enormous as the sky and be unwilling to comprehend.  There is only me, it is me—how strange—[who's] still sighing with emotion.
The wind blows towards [me], gust after gust. Why does [it] not return?
The wind passes and never returns. Isn't that such a sorrowful thing?
Oh how quickly [I am] numbed. Should or shouldn't [it be so]?
Can or can't [it] slow down? Laugh to [your] heart's content. Cry candidly.
Why should [you] allow this world to arrange [your] expressions?
I am me. I'm only me,
Only the dust that's scattered by a round of fireworks. The wind blows towards [me], gust after gust.
The wind passes and never returns.
Can or can't [it] slow down? ",wuhuahua089,https://lyricstranslate.com/en/translator/wuhuahua089
34,Jay Chou,https://lyricstranslate.com/en/jay-chou-lyrics.html,枫 (Feng),https://lyricstranslate.com/en/feng-maple-maple.html,embryonique,https://lyricstranslate.com/en/translator/embryonique,,
35,Vinida,https://lyricstranslate.com/en/vinida-lyrics.html,場上稱霸 (chǎng shàng chēng bà),https://lyricstranslate.com/en/%E5%A0%B4%E4%B8%8A%E7%A8%B1%E9%9C%B8-run.html,Stovacic,https://lyricstranslate.com/en/translator/stovacic,,
36,Mao Buyi,https://lyricstranslate.com/en/mao-buyi-lyrics.html,消愁 (Drowning Sorrow),https://lyricstranslate.com/en/%E6%B6%88%E6%84%81-drowning-sorrow-drowning-sorrow.html,ahss010,https://lyricstranslate.com/en/translator/ahss010,,
37,Jay Chou,https://lyricstranslate.com/en/jay-chou-lyrics.html,彩虹 (Caihong),https://lyricstranslate.com/en/cai-hong-%E5%BD%A9%E8%99%B9.html,"哪里有彩虹告诉我
能不能把我的愿望还给我
为什么天这么安静
所有的云都跑到我这里 有没有口罩一个给我
释怀说了太多就成真不了
也许时间是一种解药
也是我现在正服下的毒药 看不见你的笑
我怎么睡得着
你的声音这么近
我却抱不到
没有地球
太阳还是会绕
没有理由
我也能自己走 你要离开
我知道很简单
你说依赖
是我们的阻碍
就算放开
但能不能别没收我的爱
当作我最后才明白 有没有口罩一个给我
释怀说了太多就成真不了
也许时间是一种解药
也是我现在正服下的毒药 看不见你的笑
我怎么睡得着
你的声音这么近
我却抱不到
没有地球
太阳还是会绕
没有理由
我也能自己走 你要离开
我知道很简单
你说依赖
是我们的阻碍
就算放开
但能不能别没收我的爱
当作我最后才明白 看不见你的笑
要我怎么睡得着
你的声音这么近
我却抱不到
没有地球
太阳还是会绕会绕
没有理由
我也能自己走掉
释怀说了太多就成真不了
也许时间是一种解药解药
也是我现在正服下的毒药 你要离开
我知道很简单
你说依赖
是我们的阻碍
就算放开
但能不能别没收我的爱
当作我最后才明白 ","Can someone inform me where the rainbow is ?
Can you return my wish back to me ?
Why is the sky so calm ?
All the clouds have amassed above me... Do you have a spare face mask to lend me ?
Because i said too much, now it will not eventuate.
Maybe time is an antidote
or the poison i'm taking right now Without seeing your smile,
how can i sleep ?
Your voice is so close
yet i cannot hug you
The sun will continue orbiting
even without the earth existing..
I can walk away
without a reason. You want to leave,
i know it is simple
You said reliance
was the major barrier between us
If you choose to let go
but don't remove my love for you
I'll just pretend that i understand in the end I can abandon you without a reason
Because i said too much, now it will not eventuate
Maybe time is an antidote... Antidote
Or the poison i'm taking right now Without seeing your smile,
how can i sleep ?
Your voice is so close
yet i cannot hug you
The sun will continue orbiting
even without the earth existing..
I can walk away
without a reason. You want to leave,
i know it is simple
You said reliance
was the major barrier between us
If you choose to let go
but don't remove my love for you
I'll just pretend that i understand in the end Without seeing your smile,
how can i sleep ?
Your voice is so close
yet i cannot hug you
The sun will continue orbiting
even without the earth existing..
I can walk away
without a reason.
Because i said too much, now it will not eventuate
Maybe time is an antidote... Antidote
Or the poison i'm taking right now You want to leave,
i know it is simple
You said reliance
was the major barrier between us
If you choose to let go
but don't remove my love for you
I'll just pretend that i understand in the end ",wuhuahua089,https://lyricstranslate.com/en/translator/wuhuahua089
38,Will Pan,https://lyricstranslate.com/en/wilber-pan-lyrics.html,不得不爱 (Bù dé bù ài),https://lyricstranslate.com/en/%E4%B8%8D%E5%BE%97%E4%B8%8D%E7%88%B1-cant-help-love-you.html,"天天都需要你爱
我的心思由你猜
I love you
我就是要你让我每天都精彩   天天把它挂嘴边
到底什么是真爱
I love you
到底有几分说得比想像更快   是我们感情丰富太慷慨
还是有上天安排
是我们本来就是那一派
还是舍不得太乖   是那一次约定了没有来
让我哭得像小孩
是我们急着证明我存在
还是不爱会发呆
BABY   不得不爱 ，否则快乐从可而来
不得不爱 ，不知悲伤从何而来
不得不爱 ，否则我就失去未来
好象身不由己 不能自己很失败
可是每天都过的精彩   天天都需要你爱
我的心思由你猜
I love you
我就是要你让我每天都精彩
天天把它挂嘴边
到底什么是真爱
I love you
到底有几分说得比想像更快   I ask girlfriend how you been
来去有机会 我从来没有想过爱情会变得如此无奈
是命运吗 难道难过是上天的安排 没办法
天天的每天的心思到底由谁来陪 我诚心 你诚意
但周围扰人的环境始终让我们无法在这样的自由相恋
我精彩 你发呆 两颗心不安的摇摆 应该有的未来是否真那么的无法期待   舍不得再伤害 You're my girl my girl my friend
How much I love you so so much baby
看着你的哀愁 要我如何怎么承受面对
I'm sorry you're my sweetheart My love My one only baby   不得不爱 ，否则快乐从何而来
不得不爱 ，不知悲伤从何而来
不得不爱 ，否则我就失去未来
好象身不由己 不能自己很失败
可是每天都过的精彩   天天都需要你爱
我的心思由你猜
I love you
我就是要你让我每天都精彩   天天把它挂嘴边
到底什么是真爱
I love you
到底有几分说得比想像更快   会不会有一点无奈
会不会有一点太快
可是你给我的爱
让我养成了依赖
心中充满爱的节拍   天天都需要你爱
我的心思由你猜
I love you
我就是要你让我每天都精彩。
天天把它挂嘴边
到底什么是真爱
I love you
到底有几分说得比想像更快 ","I need your love everyday
You know my heart
I love you
I just need you to make every day wonderful Say it everyday
What is true love?
I love you
In the end there were a few things said faster than intended Are our feelings this strong
Or is there some heavenly plan?
Were we fated for each other from the start
Or simply couldn’t resist the feelings? The one time you stood me up
Made me cry like a kid
Is our nervousness proof we’ll make it
Or will not loving leave us in a daze? Can’t help but love you, otherwise where’s the joy?
Can’t help but love you, otherwise where’s the bliss?
Can’t help but love you, otherwise my future’s gone hopeless
It’s like I can’t possibly fail
But every day’s absolutely wonderful I need your love everyday
You know my heart
I love you
I just need you to make every day wonderful Say it everyday
What is true love?
I love you
In the end there were a few things said faster than intended I ask girlfriend how you been
All the other times I never thought love could be this undeniable
Is it fate?  Are you saying sorry it’s heaven’s plan, nothing to do?
Who’s there to support me every day? I’m devoted, you’re sincere
But circumstances are starting to force us into this kind of carefree love I’m wonderful, you’re confused, two restless hearts intertwined, the future’s unpredictable
Not willing to be hurt again You're my girl my girl my friend
How much I love you so so much baby
Seeing your sadness makes me want to somehow face it down for you
I'm sorry you're my sweetheart My love My one only baby  Can’t help but love you, otherwise where’s the joy?
Can’t help but love you, otherwise where’s the bliss?
Can’t help but love you, otherwise my future’s gone hopeless
It’s like I can’t possibly fail
But every day’s absolutely wonderful I need your love everyday
You know my heart
I love you
I just need you to make every day wonderful Say it everyday
What is true love?
I love you
In the end there were a few things said faster than intended Will it be a little forced?
Will it be a little too fast?
But the love you give me
Makes me come to rely on you
My heart’s beating with the pace of love I need your love everyday
You know my heart
I love you
I just need you to make every day wonderful Say it everyday
What is true love?
I love you
In the end there were a few things said faster than intended ",bokajl,https://lyricstranslate.com/en/translator/bokajl
39,Zhou Xuan,https://lyricstranslate.com/en/zhou-xuan-lyrics.html,天涯歌女 (tiānyá gēnǚ),https://lyricstranslate.com/en/ti%C4%81ny%C3%A1-g%C4%93n%C7%9A-%E5%A4%A9%E6%B6%AF%E6%AD%8C%E5%A5%B3-wandering-songstress.html,"天涯呀海角，
觅呀觅知音，
小妹妹唱歌，郎奏琴，
郎呀，咱们俩是一条心。 家山呀北望，
泪呀泪沾襟，
小妹妹想郎，只到今，
郎呀，患难之交恩爱深。 人生呀谁不，
惜呀惜青春，
小妹妹似线，郎似针，
郎呀，穿在一起不离分。 ","From the end of the earth to furthest sea
I searched for my true love
I sing while you play a zither
My darling, we have the same heart Looking north to my hometown mountain
Tears fall and wet my blouse
I miss you, my darling, only until today
My darling, love through adversity is always deep Who in life does not
Cherish their youth?
I am like thread, you are like a needle
My darling, we are held together, never to be apart ",gezellig,https://lyricstranslate.com/en/translator/gezellig
40,David Tao,https://lyricstranslate.com/en/david-tao-zhe-lyrics.html,愛很簡單 (Ài hěn jiǎn dān),https://lyricstranslate.com/en/%E6%84%9B%E5%BE%88%E7%B0%A1%E5%96%AE-love-so-simple.html,PanZheXun,https://lyricstranslate.com/en/translator/panzhexun,,
41,Here to Heart (OST),https://lyricstranslate.com/en/here-heart-ost-lyrics.html,最暖的忧伤) (Opening theme (Miserable Warmth),https://lyricstranslate.com/en/miserable-warmth-%E6%9C%80%E6%9A%96%E7%9A%84%E5%BF%A7%E4%BC%A4-opening-theme-miserable-warmth.html,"[Verse 1]
是雪花一片一片地飘进眼眶
是火花一明一灭的不肯绝望
朝双手吐气躲进记忆的酸枣林
我倚赖成瘾了的你 身在何方 [Verse 2]
是误会一吋一吋地镌刻成伤
是倔强一呼一吸地故作无恙
我勉强自己体谅缘分啊像柳絮
一起风就不由分说各自飘荡 [Chorus]
思念是最暖的忧伤像一双翅膀
让我停不了飞不远在过往游荡
不告而别的你 就算为了我着想
这么沉痛的呵护 我怎么能翱翔 穿着我最暖的忧伤种一屋愿望
幸福总会在你身旁绽放如阳光
在人海的汪洋 曾经汹涌地擦撞
是彼此 内心永远会起伏 的波浪 [Bridge]
花谢了有情人还能闻到它的香
人散了有心人还能听得到声响
有关爱 的等待
多漫长 都不长 [Chorus]
思念是最暖的忧伤像一双翅膀
让我停不了飞不远在过往游荡
不告而别的你 就算为了我着想
这么沉痛的呵护 我怎么能翱翔 穿着我最暖的忧伤种一屋愿望
幸福总会在你身旁绽放如阳光
在人海的汪洋 曾经汹涌地擦撞
是彼此 内心永远会起伏 的波浪 [Verse 3]
你忍痛一次一次地关上了窗
我含泪一步一停地回首凝望
不能爱是人世间最遥远的流放
但不能不爱是最快乐的綑绑 ","Be it snowflakes floating into my eyes one by one
Be it fireworks flaring and fading, refusing to give into despair
Warm your hands with your breath, take shelter in the date forest in your memories
The you, who I became addicted to relying upon, where are you now?  was it misunderstandings that cut, inch by inch, turning into wounds
was it stubbornness forcing, with each exhale and inhale, the pretense of indifference
I force myself to understand that fate is like willow catkins*
forced to separate and float towards their own directions, upon the blowing of the wind Wistfulness is the most miserable warmth, just like a pair of wings
That prevents me from resting and flying further, unable to move on from the past
The you, who left without a goodbye, even if you were only being considerate towards me
This kind of cherishing leaves a bitterness that I don't know how to rise above Cloaked in my most miserable warmth, it's a kind of wish
That happiness will blossom like sunlight by your side
In the vast seas of people, we collided turbulently once upon a time
 and that encounter will remain in both of our hearts, surging relentlessly like the ocean waves  Even when the flowers have withered, if you still have feelings then you will still be able to smell their fragrance
Even when the people have parted, if you still have the heart to, you can still hear the sounds of the gathering
A period of waiting filled with affection, no matter how endless it feels, the wait still won't be long Wistfulness is the most miserable warmth, just like a pair of wings
That prevents me from resting and flying further, unable to move on from the past
The you, who left without a goodbye, even if you were only being considerate towards me
This kind of cherishing leaves a bitterness that I don't know how to rise above Cloaked in my most miserable warmth, it's a kind of wish
That happiness will blossom like sunlight by your side
In the vast seas of people, we collided turbulently once upon a time
 and that encounter will remain in both of our hearts, surging relentlessly like the ocean waves  You endure the pain, closing the window again and again
I hold back my tears, taking halting steps, looking back and staring
Not being able to love is the most isolating exile in this world
But not being able to not love is the happiest binding. ",tetrisersatz,https://lyricstranslate.com/en/translator/tetrisersatz
42,Ma Liang,https://lyricstranslate.com/en/ma-liang-lyrics.html,往后余生 (wǎng hòu yú shēng),https://lyricstranslate.com/en/%E5%BE%80%E5%90%8E%E4%BD%99%E7%94%9F-rest-my-life.html,"在没风的地方找太阳
在你冷的地方做暖阳
人事纷纷
你总太天真
往后的余生
我只要你  往后余生
风雪是你
平淡是你
清贫也是你
荣华是你
心底温柔是你
目光所致
也是你  想带你去看晴空万里
想大声告诉你我为你着迷
往事匆匆 你总是会感动
往后的余生
我只要你  往后余生
风雪是你
春华是你
夏雨也是你
秋黄是你
四季冷暖是你
目光所致
也是你 ","Looking for sun at the no wind place.
When you cold I will become sunrise.
People have a lot of things
You are too naive.
For the rest of my life, I only want you. For the rest of my life
The storms is you
Dull is you
poor is also you
Glory and splendor are you
Gentle heart is you
My gaze is also you Want to take you to see the clear skies
Want to loudly saying at you that I have fascinated by you
hastily
You will always be touched
For the rest of my life
I only want you For the rest of my life
The storm is you
Spring day is you
Summer rain is also you
Colorful autumn is you
All the seasons,hot and cold
Is you
My gaze is also you ",Tania Zhong,https://lyricstranslate.com/en/translator/tania-zhong
